"CSA_AA.Entire_Root_.Mexican_Pop._1." "CSA_AB.Entire_Root_.Mexican_Pop._2." "CSA_AC.Entire_Root_.Mexican_Pop._3." "CSA_AD.Entire_Petioles_.Mexican_Pop._1." "CSA_AF.Buds_.Mexican_Pop._1." "CSA_AG.Buds_.Mexican_Pop._3." "CSA_AH.Mature_Flower_.Mexican_Pop._1." "CSA_AI.Mature_Flower_.Mexican_Pop._2." "CSA_AJ.Mature_Flower_.Mexican_Pop._3." "CSA_AK.Young_Leaf_.Mexican_Pop._1." "CSA_AL.Young_Leaf_.Mexican_Pop._2." "CSA_AM.Young_Leaf_.Mexican_Pop._3." "CSA_AN.Mature_Leaf_.Mexican_Pop._2." "CSA_AO.Entire_Primary_Stem_.Mexican_Pop._3." "CSA_AP.Buds_.Mexican_Pop._2." "CSA_AQ.Mature_Leaf_.Mexican_Pop._1." "CSA_AR.Mature_Leaf_.Mexican_Pop._3."
"14784_iso_1_len_1452_ver_2" 5.93 5.83 4.81 13.34 5.64 5.72 3.88 3.45 4.61 3.56 8.86 4.8 4.47 9.9 7.06 8.68 6.4
"14785_iso_1_len_2117_ver_2" 2.21 2.19 1.86 2.33 3.27 2.41 4.05 3.25 4.58 6.87 3.3 6.4 9.28 1.83 3.58 7.99 6.04
"14786_iso_1_len_306_ver_2" 0 0 0 0 3.99 0 4.04 6.91 4.48 0 0 0 0 0 7.18 0 0
"14787_iso_1_len_313_ver_2" 3.4 0 0 3.33 0 0 2.89 0 0 0 0 0 0 0 0 0 0
"14788_iso_1_len_1479_ver_2" 0 0 0 0.46 17.62 27.51 7.71 12.29 26.85 5.24 3.61 4.45 0.98 0 22.99 5.57 11.96
"14789_iso_1_len_310_ver_2" 0 0 0 9.62 0 0 0 0 0 0 0 0 0 8.74 0 0 0
"1478_iso_1_len_2631_ver_2" 11.95 8.95 15.48 24.13 23.64 14.66 63.52 78.1 17.07 14.46 7.4 14.26 12.4 12.98 35.41 2.53 4.15
"14791_iso_1_len_2506_ver_2" 6 5.56 5.4 7.92 6.19 3.64 5.4 5.89 4.98 3.61 5.95 5.01 3.09 6.62 6.27 6.21 7.03
"14792_iso_1_len_654_ver_2" 0 0 0 0 2.55 0 3.9 0 0 3.53 7.27 3.09 3.35 0 0 2.09 7.4
"14795_iso_2_len_697_ver_2" 30.35 36.24 39.69 68.59 76.37 61.9 74.53 55.97 59.35 117.06 132.33 95.33 141.48 45.87 25.42 124.18 129.86
"14796_iso_1_len_1092_ver_2" 4.42 3.63 3.51 3.64 5.6 4.86 5.82 4.08 7.33 2.23 7.62 5.71 2.06 2.63 5.19 4.55 3.43
"14797_iso_8_len_5526_ver_2" 9.65 6.42 8.71 1.99 2.95 2.08 2.74 2.58 2.45 3.65 4.27 3.07 1.21 0.49 1.62 3.26 0.87
"14798_iso_1_len_1518_ver_2" 16.25 16.32 15.38 14 8.25 5.98 9.14 8.8 10.68 16.79 11.98 16.29 19.43 14.63 8.31 21.57 19.27
"14799_iso_1_len_1023_ver_2" 3.63 3.03 2.15 5.3 2.49 1.95 3.56 3.51 4.71 2.89 5.51 3.1 4.53 1.7 4.32 5.43 3.34
"1479_iso_5_len_1112_ver_2" 136.45 158.15 132.19 272.32 171.67 140.82 169.48 150.59 153.41 137.43 133.73 119.4 138.57 230.31 124.05 136.27 171.51
"147_iso_9_len_2842_ver_2" 111.67 101.25 130.77 102.77 119.54 74.95 200.81 212.08 98.17 129.56 57.34 132.29 118.96 81.15 216.77 44.54 40.08
"14800_iso_1_len_3237_ver_2" 9.22 7.99 7.88 16.35 11.46 8.07 12.7 13.79 10.62 2.94 5.33 3.98 2.73 22.19 13.92 3.67 4.2
"14802_iso_1_len_1074_ver_2" 6.32 7.01 4.89 4.92 3.42 1.73 4.44 2.17 3.3 0 2.28 1.57 3.04 4.5 2.58 4.18 0
"14803_iso_1_len_1658_ver_2" 4.95 5.76 5.4 11.79 8.97 5.69 6.13 6.23 7.29 5.28 8.45 4.77 5.5 10.29 7.05 5.63 9.04
"14804_iso_1_len_2420_ver_2" 1.96 2.48 2.51 22.95 8.81 4.64 11 12.25 5.9 4.73 11.73 7.16 7.14 8.89 4.56 4.81 4.29
"14805_iso_5_len_1763_ver_2" 14.89 17.76 17.28 24.76 4.88 3.09 8.76 6.6 9.55 30.96 45.53 39.24 47.1 18.37 6.53 36.11 31.31
"14806_iso_4_len_1338_ver_2" 189.24 190.66 197.39 23.62 10.82 7.1 20.58 21.04 15.89 55.77 37.46 35.08 181.54 15.81 6.09 102.93 43.44
"14807_iso_1_len_925_ver_2" 27.22 21.41 19.58 5.66 3.32 0 4.77 4.96 3.36 3.4 2.93 4.74 8.21 3.2 2.47 7.48 3.47
"14809_iso_1_len_338_ver_2" 91.38 124.46 100.53 79.27 65.58 55.01 76.21 72.31 73.29 65.9 92.04 65.62 62.86 100.53 120.52 108.63 145.99
"1480_iso_1_len_920_ver_2" 133.68 124.73 161.6 113.44 112.62 75.79 192.97 197.75 98.08 158.85 67.44 185.22 195.1 107.11 137.98 67.13 73.69
"14810_iso_1_len_1238_ver_2" 10.24 11.2 10.39 16.16 11.15 11.75 8.71 8.9 9.39 6.29 11.23 6.77 8.16 20.4 18.06 10.14 9.13
"14812_iso_3_len_735_ver_2" 0 0 0 1.33 48.93 58.72 28.87 30.29 61.19 13.93 14.54 14.23 6.46 1.15 56.27 18.21 31.5
"14815_iso_1_len_1343_ver_2" 8.18 10.7 7.76 11.97 10.63 6.49 9.58 10.05 9.82 5.66 14.67 7.62 10.93 9.94 13.53 11.45 10.6
"14817_iso_2_len_380_ver_2" 114.95 119.51 119.89 7.29 41.93 42.01 21.4 19.28 32.68 15.08 27.41 23.28 29.67 45.64 99.89 44.11 47.49
"14819_iso_3_len_1476_ver_2" 28.57 26.69 17.72 32.55 2.87 0 1.32 0.78 1 2.34 3.45 1.33 2.42 9.38 1.1 6.03 4.37
"1481_iso_7_len_3198_ver_2" 17.39 15.62 19.39 20.29 18.75 10.37 24.77 24.94 17.17 16.39 16.71 17.73 18.98 15.18 19.72 12.95 10.76
"14822_iso_6_len_1582_ver_2" 41.71 38.79 49.28 25.47 32.9 28.5 45.51 47.16 30.79 32.84 39.98 41.57 32.31 23.8 37.4 30.84 18.75
"14823_iso_1_len_1070_ver_2" 36.82 32.43 38.69 4.87 0 1.24 1.77 0 0 3.09 0 2.96 2.11 0.67 0 2.5 3.71
"14824_iso_1_len_1209_ver_2" 9.8 10.59 8.97 8.59 8.82 6.24 8.61 7.44 10.94 13.33 10.29 13.22 12.73 10.58 8.83 17.24 13.44
"14826_iso_1_len_853_ver_2" 0 0 0 1.7 44.47 88.9 32.41 33.95 59.28 15.01 7.82 11.59 9.47 1.43 36.68 14.12 21.49
"14827_iso_5_len_1759_ver_2" 16.1 15.59 12.79 4.31 4.86 2.46 3.66 3.21 3.53 2.44 2.61 2.84 0.95 8.39 4.25 1.98 3.77
"14828_iso_1_len_1676_ver_2" 11.51 11.26 10.99 17.83 13.04 7.68 13.8 13.22 11.81 13.02 11.7 13.2 13.57 15.05 11.68 11.66 16.05
"14829_iso_2_len_612_ver_2" 66.35 87.43 59.96 118.42 162.22 119.52 90.82 89.07 158.78 43.4 112.4 62.56 55.54 193.15 141.99 102.11 118.13
"1482_iso_2_len_403_ver_2" 507.16 473.13 700.83 318.26 77.84 89.95 163.52 119.66 76 229.95 71.97 238.87 262.48 372.68 39.05 113.06 159.02
"14830_iso_2_len_813_ver_2" 0 0 0 11.16 118.59 158.87 92.61 42.81 78.54 18.15 10.04 17.85 3.36 0 34.65 10.33 75.6
"14831_iso_1_len_446_ver_2" 0 0 0 0 10.78 4.37 4.45 2.28 5.92 0 0 3.26 2.65 0 44.76 0 0
"14833_iso_1_len_1190_ver_2" 0 0 0 1.32 24.25 43.85 14.97 14.87 45.06 7.86 6.15 8.21 4.82 0 35.07 19.53 26.76
"14835_iso_2_len_488_ver_2" 13.51 13.63 12.86 78.82 488.17 2045.83 117.96 160.58 1164.78 742.75 858.1 463.18 302.33 4.27 1391.54 419.94 225.83
"14836_iso_1_len_1359_ver_2" 4.04 5.7 4.12 7.62 4.32 2.33 3.71 3.05 5.44 4.83 6.8 4.13 3.46 6.73 4.42 6.07 1.69
"14838_iso_1_len_550_ver_2" 0 0 0 0 17.79 25.93 13.5 13.47 21.7 8.16 0 0 0 0 22.25 3.59 6.82
"14839_iso_6_len_2409_ver_2" 15.41 15.44 14.37 23.45 25.56 15.82 30.59 24.29 24.41 26.44 23.16 30.09 29.56 19.98 20.52 35.41 26.5
"1483_iso_10_len_4314_ver_2" 56.59 49.81 56.97 87.03 83.06 52.9 117.82 131.61 67.13 56.21 47.37 58.51 47.94 85.25 93.99 46.19 49.9
"14840_iso_1_len_1146_ver_2" 20.23 23.31 18.07 20.36 25.92 17.24 20.5 21.04 15.75 5.75 18.12 11.73 8.64 18.41 18.34 10.07 15.06
"14842_iso_1_len_714_ver_2" 0 0 0 0 15.97 21.19 8.19 11.74 14.51 3.47 0 5.36 0 0 16.52 4.9 5.49
"14844_iso_1_len_752_ver_2" 0 0 0 0 30.1 41.57 25.32 35.33 30.57 11.25 0 7.35 5.93 0 26.7 7.34 5.94
"14845_iso_1_len_1207_ver_2" 0 0 0 6 92.73 179.75 67.19 52.86 109.71 16.07 16.78 10.14 6.89 0.62 52.06 13.72 56.3
"14846_iso_1_len_426_ver_2" 2.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"14847_iso_7_len_1373_ver_2" 118.26 126.74 132.7 42.69 10.84 12.68 12.16 8.35 12.09 19.74 16.29 27 23.65 45.86 10.22 18.65 20.8
"14848_iso_6_len_1739_ver_2" 17.68 16.61 16.95 48.44 30.39 19.32 30.49 27.11 25.16 19.16 31.43 28.8 22.54 32.97 21.85 25.93 30.22
"14849_iso_1_len_3024_ver_2" 0 0 0.66 1.37 192.26 224.34 110.61 155.77 157.77 31.22 15.94 28.59 9.47 0.88 161.42 15.04 66.12
"1484_iso_6_len_1414_ver_2" 216.11 229.24 232.4 188.41 129.88 125.76 143.89 106.27 114.61 129.19 183.51 141.57 146.54 163.91 104.07 93.24 118.83
"14850_iso_1_len_544_ver_2" 0 0 0 0 11.42 15.64 6.04 9.21 15.21 5.94 0 3.57 2.57 0 14.85 6.17 14.43
"14851_iso_1_len_1130_ver_2" 1.36 1.78 1.45 19.08 6.93 8.45 9.03 4.46 7.08 1.84 2.16 1.23 1.69 4.54 6.8 1.27 2.43
"14853_iso_1_len_794_ver_2" 0 0 0 2.8 16.88 8.29 18.71 9.64 41.42 75.98 71.45 85.56 104.6 2.89 16.87 145.7 87.74
"14854_iso_1_len_362_ver_2" 0 0 0 0 18.05 24.71 9.61 18.9 13.52 5.13 0 0 0 0 5.21 0 3.58
"14855_iso_1_len_1450_ver_2" 0 0.6 0 2.44 8.36 7.18 9.58 7.36 11.04 18.67 28.3 27.77 16.35 3.61 5.43 21.75 31.87
"14858_iso_1_len_618_ver_2" 0 0 0 0 235.76 163.67 73.82 193.36 57.89 0 9.34 28.58 0 0 26.14 0 40.37
"1485_iso_10_len_3460_ver_2" 25.1 21.42 22.58 27.25 18.75 14.12 20.33 23.12 14.33 15.14 16.2 18.28 16.41 27.93 19.07 20.55 18.03
"14860_iso_1_len_763_ver_2" 8.55 2.5 2.6 145.61 573.11 1318.56 355.61 268.95 515.43 113.62 126.85 71.7 65.46 8.72 267.88 122.83 354.75
"14863_iso_1_len_1989_ver_2" 7.45 9.59 9 1.49 0.5 3.88 2.06 1.2 1.98 2.33 0 2.75 3.18 2.73 0.69 1.61 1.2
"14866_iso_1_len_1838_ver_2" 7.77 7.44 7.1 11.22 1.91 1.14 3.29 2.45 2.46 4.48 18.66 10.26 7.51 6.97 6.97 8.67 8.28
"14867_iso_1_len_461_ver_2" 15.39 17.11 21.42 23.8 19.85 19.36 17.59 15.19 13.02 16.94 43.52 21.38 19.34 16.95 15.16 26.52 31.68
"14868_iso_1_len_1344_ver_2" 0 0.5 0.64 3.19 2.56 2.95 3.02 1.94 4.82 24.55 18.64 32.21 22.01 4.97 0 30.15 33.96
"1486_iso_1_len_1017_ver_2" 14.96 16.03 17.51 30.39 51.51 33.24 46.09 41.38 44.43 76.38 59.58 69.96 77.76 26.48 38.14 84.13 94.86
"14870_iso_1_len_1065_ver_2" 0 0 0 0.9 40.11 59.27 22.19 27.97 44.08 9.31 6.21 10.88 3.92 0 41.81 16.96 19.04
"14871_iso_3_len_1259_ver_2" 7.25 7.87 7.43 10.73 9.02 6.41 10.29 8.97 8.14 7.97 14.52 11.04 6.24 11.28 9.77 11.18 7.84
"14872_iso_1_len_2317_ver_2" 18.28 19.54 17.71 28.85 5.27 4 6.1 7.41 5.92 4.5 6.34 7.18 8.47 25.33 5.56 8.14 3.46
"14874_iso_1_len_1668_ver_2" 0 0 0 2.44 52.19 115.34 40.83 47.38 87.84 9.68 8.71 13.97 5.68 1.7 53.29 13.98 34.54
"14875_iso_1_len_1242_ver_2" 2.8 5.44 4.33 31.65 9.07 5.96 7.04 8.55 8.62 2.65 5.1 7.07 0 45.03 10.62 1.38 8.48
"14876_iso_9_len_1823_ver_2" 27.25 22.62 22.02 1.56 1.1 1.08 0.94 0.89 1.67 2.54 2.52 2.14 2.23 1.39 2.05 6.41 2.98
"14877_iso_1_len_865_ver_2" 2.53 2.04 1.37 9.03 2.14 0 1.41 1.36 2.4 2.23 17.69 4.96 4.6 5.1 2.2 9.57 8.99
"14878_iso_1_len_979_ver_2" 6.81 6 6.66 8.71 26.11 14.43 20.4 12.23 29.32 42.04 43.16 47.19 52.92 9.98 16.28 75.47 52.95
"14879_iso_1_len_327_ver_2" 11.1 10.89 6.47 59.36 11.12 10.1 5 3.21 7.94 0 11.33 0 4.1 82.34 16.26 7.58 0
"1487_iso_1_len_2940_ver_2" 21.19 20.24 22.39 27.94 16.91 10.93 17.84 18.65 16.48 18.71 15.01 18.94 14.88 28.38 25.05 15.47 18.06
"14881_iso_1_len_1075_ver_2" 13.86 13.45 12.24 19.26 23.42 16.31 15.56 14.26 14.69 5.98 10.02 8.48 10.38 16.57 18.3 14.93 9.43
"14883_iso_1_len_557_ver_2" 7 5.48 4.35 4.82 0 0 0 0 0 0 9.97 5.13 3.76 3.63 0 7.43 5.1
"14884_iso_1_len_2875_ver_2" 23.89 23.79 22.69 21.54 16.12 11.02 15.53 14.98 15.45 13.42 13.66 13.34 11.35 24.7 12.78 12.7 12.63
"14885_iso_3_len_1716_ver_2" 11.56 12.16 11.09 17.52 17.96 11.4 15.3 13.24 18.91 15.61 20.72 18.7 17.66 23.99 18.22 21.56 19.41
"14886_iso_4_len_648_ver_2" 31.45 36.8 26.8 49.84 79.25 41.9 54.33 51.56 67.51 88.84 113.15 108.56 73.98 80.61 47.14 140.57 177.93
"14887_iso_1_len_1136_ver_2" 1.72 1.42 1.51 3.31 8.15 3.74 9.71 7.59 9.35 21.54 17.86 29.77 20.21 4.98 7.87 19.47 17.72
"14888_iso_1_len_384_ver_2" 9.87 18.05 7.15 18.21 46.25 31.24 24.51 18.79 147.58 109.19 455.94 168.26 242.41 17.96 46.76 469.93 302.08
"1488_iso_1_len_3891_ver_2" 39.93 38.26 41.78 66.77 6.91 3.34 10.8 8.57 6.18 12.35 12.36 14.77 21.29 26.1 6.65 14.58 9.1
"14890_iso_2_len_1553_ver_2" 6.74 4.46 4.54 14.77 10.46 12.62 11.58 12.56 11.24 12.86 15.3 20.39 9.78 19.49 12.78 9.62 16.72
"14891_iso_2_len_1987_ver_2" 14.26 14.4 14.21 19.65 18.4 16.14 19.41 18.18 18.56 20.52 22.34 26.81 14.7 20.4 19.76 17.1 28.84
"14892_iso_2_len_1501_ver_2" 2.36 1.42 1.6 2.62 1.82 1.32 0.65 1.09 1.21 1.95 3.72 1.83 0 0.75 0.83 2.02 1.53
"14893_iso_1_len_1641_ver_2" 0.89 0.81 0.76 2.52 2.09 2.16 2.78 2.28 3.38 2.93 2.36 2.45 1.83 2.41 1.98 3.74 2.12
"14894_iso_1_len_491_ver_2" 3.11 4.56 6.64 12.06 7.78 9.57 6.1 8.02 6.31 0 0 0 0 16.64 9.62 0 2.57
"14895_iso_1_len_777_ver_2" 11.13 8.41 9.19 9.92 7.84 6.06 10.76 7.08 10.59 9.52 16.28 12.65 10.29 17.42 11.51 15.31 14.65
"14896_iso_1_len_1990_ver_2" 6.72 7.86 5.51 12.42 7.67 10.85 13.72 12.1 10.37 15.15 15.03 16.82 11.11 9.76 9.18 9.93 15.87
"14897_iso_1_len_405_ver_2" 0 0 2.45 0 0 0 6.32 7.85 0 4.99 0 0 0 1.97 4.61 0 0
"14899_iso_1_len_1534_ver_2" 14.59 16.19 12.54 9.83 2.83 0 2.69 1.44 2.29 2.92 4.11 3.96 5.68 13.99 3.91 5.49 3.13
"1489_iso_1_len_1555_ver_2" 18.84 20.42 18.15 7.29 24.07 14.29 32.87 24.95 40.66 86.67 103.36 118.61 148.46 7.79 17.66 124.25 78.35
"14900_iso_1_len_2268_ver_2" 7.04 6.03 6.08 10.97 9.19 6.62 11.16 10.56 9.48 8.14 10.3 10.9 11.24 12.53 9.18 11.3 12.32
"14901_iso_1_len_280_ver_2" 171.32 114.89 139.04 49.12 30.09 19.35 83.45 59.19 26.13 39.69 13.49 41.72 98.1 45.47 14.4 17.67 11.28
"14903_iso_1_len_1324_ver_2" 99.37 79.66 91.18 165.76 3.98 1 6.88 9.39 3.35 3 3.86 3.12 5.08 187.93 3.12 2.65 3.72
"14904_iso_1_len_444_ver_2" 7.27 6.99 4.62 47.93 77.27 75.93 36.84 40.56 65.69 9.44 63.04 23.39 4.53 46.36 81.62 6.99 49.96
"14905_iso_4_len_2755_ver_2" 17.33 16.39 14.97 10.3 4.82 2.98 4.32 4.59 3.67 2.35 2.81 2.89 2.29 6.97 2.45 5.38 4.16
"14906_iso_1_len_1477_ver_2" 0 0 0 2.58 49.45 80.15 38.66 49.61 61.37 14.58 12.16 13.29 10.44 1.17 50.95 16.99 34.01
"14907_iso_5_len_1304_ver_2" 2.51 2.36 2.21 5.23 8.39 4.15 7.79 7.77 5.67 2.12 3.36 2.34 1.98 6.16 6.92 5.03 6.47
"14908_iso_1_len_1538_ver_2" 11.71 11.13 11.7 17.17 12.27 10.78 15.75 15.68 12.97 18.02 16.87 19.19 15.54 16.82 15.18 14.64 20.08
"14909_iso_1_len_1165_ver_2" 11.32 12.49 11.8 16.9 17.02 14.79 18.09 15.2 19.31 25.9 24 24.51 28.58 23.21 26.56 39.01 23.11
"1490_iso_1_len_675_ver_2" 16.28 23.67 17.63 58.52 22.02 11.64 17.73 18.76 29.05 29.15 45.13 27.08 59.79 24.98 16.58 110.55 41.28
"14910_iso_4_len_2122_ver_2" 16.13 13.66 14.02 17.8 16.73 9.98 15.8 14.94 13.91 10 12.72 12.26 11.77 18.17 12.22 15.91 16.15
"14911_iso_1_len_285_ver_2" 0 0 0 0 12.98 16.91 7.89 7.11 14.13 0 0 0 0 0 18.98 0 0
"14912_iso_1_len_439_ver_2" 0 0 0 7.54 2.44 0 3.62 2.32 0 0 0 0 0 0 0 0 0
"14913_iso_2_len_1368_ver_2" 8.43 8.1 7.7 15.5 14.35 10.51 15 15 14.71 6.69 6.58 7.62 8.51 17.7 22.8 9.08 5.92
"14914_iso_1_len_2366_ver_2" 4.27 4.83 3.8 12.61 8.21 5.57 7.29 6.97 5.75 6.14 7.02 5.88 6.46 8.9 7.65 6.23 4.48
"14916_iso_2_len_945_ver_2" 54 55.54 69.51 37.46 19.83 17.79 31.06 29.91 15.57 45.46 16.4 54.01 67.6 25.04 12.87 29.96 33.49
"14917_iso_1_len_1932_ver_2" 0 0 0 1.82 55.49 80.05 37 58.11 56.41 13.48 9.37 12.13 7.54 1 53.99 15.26 27.66
"14919_iso_6_len_1928_ver_2" 20.37 21.32 19.78 22.69 20.53 14.7 19.86 18.92 15.6 10.98 9.95 14.1 12.34 25.67 18.09 12.89 14.5
"1491_iso_2_len_1718_ver_2" 23.3 22.62 20.22 24.48 18.99 12.99 23.38 25.05 18.1 10.7 12.39 12.59 16.15 26.05 17.26 17.52 14.57
"14920_iso_1_len_590_ver_2" 3.29 1.41 2.32 4.54 1.95 2.55 2.64 1.69 3.99 0 11.51 2.42 0 3.16 3.73 4.33 1.92
"14921_iso_1_len_904_ver_2" 6.78 6.14 5.06 15.57 8.62 6.36 6.49 3.78 9.68 7.93 12.54 11.02 9.04 17.06 10.11 16.91 14.72
"14922_iso_1_len_2052_ver_2" 0 0 0 0 31.01 29.52 21.94 29.93 28.51 8.59 3.41 6.61 3.68 0.36 34.5 7.66 7.67
"14923_iso_1_len_859_ver_2" 0 0.95 0 2.09 23.33 6.24 13.77 21.29 13.3 2.65 6.9 2.67 2.91 5.23 18.8 2.47 0
"14924_iso_1_len_832_ver_2" 10.73 5.42 10.11 6.36 13.04 5.07 22.73 21.88 9.3 6.01 6.09 5.64 7.66 9.75 10.55 3.24 3.67
"14925_iso_1_len_1157_ver_2" 12.88 12.55 13.47 38.92 8.3 7.39 9.5 7.99 11.64 12.67 15.1 15.46 17.45 37.95 15.98 13.59 14.68
"14927_iso_2_len_2944_ver_2" 7.36 7.59 8 7.94 9.87 4.95 12.37 10.72 8.91 9.31 10.19 8.93 9.98 10.3 11 12.24 9.2
"14928_iso_1_len_286_ver_2" 0 0 0 0 11.36 21.44 3.78 4.47 10.56 0 0 4.57 0 0 18.42 3.67 10.58
"14931_iso_1_len_315_ver_2" 82.22 103.59 62.34 173.64 118.02 96.14 60.27 55.83 148.31 51.52 138.39 49.49 35.36 196.43 170.37 117.86 121.5
"14932_iso_2_len_292_ver_2" 4.46 0 0 15.18 8.42 0 5.68 0 8.16 0 0 4.83 0 8.22 8.52 11.12 17.78
"14933_iso_1_len_3087_ver_2" 8.81 8.25 7.48 24.09 7.69 4.51 9.03 7.35 7.12 5.46 12.81 8.58 6.76 19.71 12.56 8.88 7.23
"14935_iso_1_len_1677_ver_2" 11.13 11.73 9.37 7.52 7.33 5.48 5.76 4.29 6.48 6.46 9.81 6.71 8.97 7.3 10.78 11.77 11.04
"14937_iso_3_len_648_ver_2" 7.39 8.48 4.94 16.22 18.33 9.01 11.7 10.25 17.87 5.48 19.31 5.31 4.45 16.55 16.91 11.45 16.33
"14938_iso_5_len_2355_ver_2" 18.57 15.74 16.37 14.33 5.78 6.87 9.95 8.58 10.98 21.98 19.72 25 19.57 17.42 7.31 25.51 23.31
"14939_iso_3_len_1005_ver_2" 16.85 17.17 14.49 24.61 25.11 13.78 18.16 18.43 19.86 8.76 19.78 16.15 9.33 46.49 29.75 17.34 18.46
"1493_iso_7_len_1065_ver_2" 242.73 231.01 275.17 181.16 123.35 113.73 263.81 226.07 127.77 235.54 75.66 294.52 265.35 119.87 133.44 81.2 103.79
"14940_iso_1_len_2018_ver_2" 21.52 20.25 17.97 17.94 15.87 8.82 13.56 13.07 12.74 6.45 8.49 6.24 9.52 21.34 23.21 10.4 9.25
"14941_iso_1_len_1003_ver_2" 38.88 23.05 23.09 1.16 1.32 0 2.8 0 8.35 14.07 49.67 28.7 61.08 1.66 0 26.44 12.22
"14942_iso_1_len_723_ver_2" 1.87 2.93 2.86 3.47 4.3 2.61 3.72 2.18 3.38 8.55 14.8 13.92 5.86 2.65 4.25 12.35 19.36
"14944_iso_1_len_347_ver_2" 0 0 0 0 8.51 17.67 16.4 16.21 10.62 11.3 0 3.68 0 0 17.56 0 3.75
"14945_iso_4_len_2622_ver_2" 15.59 15.5 17.03 12.95 10.95 11.53 16.4 17.39 12.55 13.47 11.54 16.9 12.07 12.99 9.11 11.19 12.24
"14946_iso_1_len_538_ver_2" 0 0 0 0 9.6 8.93 5.24 6.34 8.36 0 0 0 0 0 11.15 0 2.54
"14947_iso_1_len_1068_ver_2" 2.1 3.27 1.91 5.2 3.72 4.73 6.03 4.36 6.11 5.21 8.48 6.59 5.91 5.66 4.61 8.95 6.81
"14948_iso_7_len_2162_ver_2" 11.88 14.87 14.4 13.98 15.03 9.73 21.46 19.47 14.06 12.66 10.03 12.62 14.62 15.29 14.52 10.95 11.68
"1494_iso_5_len_1309_ver_2" 81.89 89.07 86.07 59.62 53.18 48.33 45.08 34.57 42.86 36.97 59.55 39.12 46.85 67.83 27.2 51.8 64.6
"14950_iso_1_len_2195_ver_2" 20.85 22.99 21.16 15.91 4.8 4.11 5.8 4.22 4.92 3.51 4.28 4.44 5.1 16.64 7.4 9.12 5.53
"14952_iso_8_len_1214_ver_2" 35.69 34.85 43.61 29.76 13.05 12.21 12.18 10.91 14.28 8.7 7.84 7.03 11.71 43.59 10.92 17.52 10.76
"14953_iso_1_len_1233_ver_2" 8.76 9.72 9.04 11.74 11.28 6.65 7.58 5.64 9.98 7.3 12.46 13.04 9.11 21.83 10.19 14.81 14.41
"14955_iso_1_len_1634_ver_2" 21.51 18.4 17.02 28.09 28.56 20.42 32.08 30.53 29.03 33.14 36.31 33.75 31.94 27.51 40.15 40.64 41.28
"14956_iso_1_len_898_ver_2" 22.11 10.25 17.55 0.85 1.49 0 1.87 1.74 0 0 0 0 0 0 0 1.82 0
"14958_iso_1_len_1586_ver_2" 1.48 0.46 0.49 5.13 159.5 316.89 106.33 195.03 176.54 37.86 27.65 34.48 15.41 2.97 114.49 29.03 69.02
"14959_iso_2_len_931_ver_2" 4.31 3.19 3.72 24.94 529.15 1078.21 312.87 481.36 592.26 136.82 97.54 117.72 60.5 9.94 377 97.77 256.08
"1495_iso_9_len_2462_ver_2" 22.1 23.28 22.68 53.51 138.29 88.91 161.52 178.49 104.08 132.78 78.22 110.49 176.38 75.49 127.16 119.29 89.77
"14960_iso_1_len_1195_ver_2" 21.65 20.53 22.6 31.79 31.45 25.37 29.62 26.86 30.36 30.31 24.71 31.39 22.48 32.43 26.72 23.9 38.23
"14961_iso_3_len_839_ver_2" 8 9.46 8.1 18.97 14.59 11.51 9.47 7.59 14.73 7.74 15.02 8.94 10.04 20.16 12.44 16.43 15.64
"14963_iso_1_len_721_ver_2" 3.25 3.03 2.21 7.73 0 0 0 0 0 0 4.83 1.26 2.54 3.62 0 5.92 2.64
"14964_iso_1_len_992_ver_2" 2.19 2.72 2.85 2.91 1.34 3.63 1.68 0.98 3.7 2.11 0 4 2.39 2.44 2.29 4.54 7.35
"14965_iso_3_len_612_ver_2" 73.62 137.34 97.62 85.45 390.36 744.49 250.39 284.11 519.68 152.92 155.89 137.39 114.67 67.67 359.62 213.34 361.6
"14966_iso_1_len_660_ver_2" 18.18 27.15 16.6 44.96 37.68 27.33 20.38 17.11 33.46 18.56 38.64 22.06 24.94 43.33 37.65 49.95 32.72
"14967_iso_1_len_623_ver_2" 0 0 0 0 0 0 1.87 2.71 0 0 0 0 0 0 0 0 0
"14968_iso_6_len_846_ver_2" 271.94 304.67 255.25 10.3 6.81 9.51 4.7 3.24 8.74 20.94 25.7 28.82 23 44.84 14.89 28.71 54.53
"1496_iso_4_len_1129_ver_2" 18.5 16.59 15.86 10.73 27.85 20.44 21.43 20.85 28.75 46.89 36.81 41.52 52.25 9.35 23.53 49.17 62.84
"14971_iso_7_len_1488_ver_2" 19.29 12.99 14.5 0.82 0.95 0 1.36 1.49 1.3 1.16 3.59 1.25 1.88 0.8 2.35 2.16 1.25
"14972_iso_1_len_451_ver_2" 0 0 0 0 0 0 2.29 0 0 0 0 0 0 0 0 2.22 0
"14973_iso_4_len_1695_ver_2" 14.44 12.74 14.43 17.99 12.3 5.89 11.61 12.05 11.74 7.09 8.85 7.85 7.49 20.11 10.81 10.8 10.92
"14974_iso_1_len_2288_ver_2" 0.33 0 0 3.92 97.43 173.11 66.39 78.77 136.75 34.13 21.36 27.11 19.38 1.78 130.63 58.07 73.46
